Author,Feature,Model,Accuracy,Precision,Recall,F1
DUAribogan,TFIDF_Word_3gram,DecisionTree,0.16666666666666666,1.0,0.125,0.2222222222222222
DUAribogan,TFIDF_Word_3gram,MLP,0.275,0.8,0.5,0.6153846153846154
DUAribogan,TFIDF_Word_3gram,NaiveBayes,0.30833333333333335,0.6666666666666666,0.5,0.5714285714285714
DUAribogan,TFIDF_Word_3gram,RandomForest,0.2625,0.5,0.5,0.5
DUAribogan,TFIDF_Word_3gram,SVM,0.3125,0.29411764705882354,0.625,0.4
DUAribogan,TFIDF_Word_3gram,XGBoost,0.19166666666666668,0.3333333333333333,0.375,0.35294117647058826
EArdic,BERT,DecisionTree,0.25416666666666665,0.4444444444444444,0.5,0.47058823529411764
EArdic,BERT,MLP,0.6041666666666666,0.7142857142857143,0.625,0.6666666666666666
EArdic,BERT,RandomForest,0.5083333333333333,0.36363636363636365,0.5,0.42105263157894735
EArdic,BERT,SVM,0.4125,0.8,0.5,0.6153846153846154
EArdic,BERT,XGBoost,0.4791666666666667,0.6,0.75,0.6666666666666666
EArdic,TFIDF_Char_2gram,DecisionTree,0.6666666666666666,0.8888888888888888,1.0,0.9411764705882353
EArdic,TFIDF_Char_2gram,MLP,0.9083333333333333,1.0,1.0,1.0
EArdic,TFIDF_Char_2gram,NaiveBayes,0.6708333333333333,1.0,1.0,1.0
EArdic,TFIDF_Char_2gram,RandomForest,0.8666666666666667,0.8,1.0,0.8888888888888888
EArdic,TFIDF_Char_2gram,SVM,0.9,1.0,1.0,1.0
EArdic,TFIDF_Char_2gram,XGBoost,0.8708333333333333,1.0,1.0,1.0
EArdic,TFIDF_Char_3gram,DecisionTree,0.5,0.5,0.625,0.5555555555555556
EArdic,TFIDF_Char_3gram,MLP,0.9083333333333333,1.0,1.0,1.0
EArdic,TFIDF_Char_3gram,NaiveBayes,0.6291666666666667,1.0,1.0,1.0
EArdic,TFIDF_Char_3gram,RandomForest,0.8958333333333334,1.0,1.0,1.0
EArdic,TFIDF_Char_3gram,SVM,0.8958333333333334,1.0,1.0,1.0
EArdic,TFIDF_Char_3gram,XGBoost,0.825,1.0,0.875,0.9333333333333333
EArdic,TFIDF_Word_2gram,DecisionTree,0.2125,0.14285714285714285,0.125,0.13333333333333333
EArdic,TFIDF_Word_2gram,MLP,0.5708333333333333,0.6666666666666666,0.5,0.5714285714285714
EArdic,TFIDF_Word_2gram,NaiveBayes,0.5708333333333333,0.42857142857142855,0.375,0.4
EArdic,TFIDF_Word_2gram,RandomForest,0.45,0.4,0.25,0.3076923076923077
EArdic,TFIDF_Word_2gram,SVM,0.5333333333333333,0.6666666666666666,0.25,0.36363636363636365
EArdic,TFIDF_Word_2gram,XGBoost,0.425,0.3333333333333333,0.25,0.2857142857142857
EArdic,TFIDF_Word_3gram,DecisionTree,0.16666666666666666,0.2,0.25,0.2222222222222222
EArdic,TFIDF_Word_3gram,MLP,0.275,0.5,0.25,0.3333333333333333
EArdic,TFIDF_Word_3gram,NaiveBayes,0.30833333333333335,0.25,0.25,0.25
EArdic,TFIDF_Word_3gram,RandomForest,0.2625,0.3333333333333333,0.25,0.2857142857142857
EArdic,TFIDF_Word_3gram,SVM,0.3125,0.4,0.25,0.3076923076923077
EArdic,TFIDF_Word_3gram,XGBoost,0.19166666666666668,0.1,0.125,0.1111111111111111
ECakir,BERT,DecisionTree,0.25416666666666665,0.14285714285714285,0.125,0.13333333333333333
ECakir,BERT,MLP,0.6041666666666666,0.6,0.375,0.46153846153846156
ECakir,BERT,RandomForest,0.5083333333333333,0.42857142857142855,0.375,0.4
ECakir,BERT,SVM,0.4125,0.5,0.125,0.2
ECakir,BERT,XGBoost,0.4791666666666667,0.5,0.125,0.2
ECakir,TFIDF_Char_2gram,DecisionTree,0.6666666666666666,0.45454545454545453,0.625,0.5263157894736842
ECakir,TFIDF_Char_2gram,MLP,0.9083333333333333,0.75,0.375,0.5
ECakir,TFIDF_Char_2gram,NaiveBayes,0.6708333333333333,0.0,0.0,0.0
ECakir,TFIDF_Char_2gram,RandomForest,0.8666666666666667,0.8,0.5,0.6153846153846154
ECakir,TFIDF_Char_2gram,SVM,0.9,1.0,0.5,0.6666666666666666
ECakir,TFIDF_Char_2gram,XGBoost,0.8708333333333333,0.7,0.875,0.7777777777777778
ECakir,TFIDF_Char_3gram,DecisionTree,0.5,0.4166666666666667,0.625,0.5
ECakir,TFIDF_Char_3gram,MLP,0.9083333333333333,0.8,0.5,0.6153846153846154
ECakir,TFIDF_Char_3gram,NaiveBayes,0.6291666666666667,0.0,0.0,0.0
ECakir,TFIDF_Char_3gram,RandomForest,0.8958333333333334,0.8571428571428571,0.75,0.8
ECakir,TFIDF_Char_3gram,SVM,0.8958333333333334,0.75,0.75,0.75
ECakir,TFIDF_Char_3gram,XGBoost,0.825,0.875,0.875,0.875
ECakir,TFIDF_Word_2gram,DecisionTree,0.2125,0.1111111111111111,0.125,0.11764705882352941
ECakir,TFIDF_Word_2gram,MLP,0.5708333333333333,0.5,0.25,0.3333333333333333
ECakir,TFIDF_Word_2gram,NaiveBayes,0.5708333333333333,0.42857142857142855,0.375,0.4
ECakir,TFIDF_Word_2gram,RandomForest,0.45,0.6,0.375,0.46153846153846156
ECakir,TFIDF_Word_2gram,SVM,0.5333333333333333,0.16666666666666666,0.125,0.14285714285714285
ECakir,TFIDF_Word_2gram,XGBoost,0.425,0.0,0.0,0.0
ECakir,TFIDF_Word_3gram,DecisionTree,0.16666666666666666,0.0,0.0,0.0
ECakir,TFIDF_Word_3gram,MLP,0.275,0.0,0.0,0.0
ECakir,TFIDF_Word_3gram,NaiveBayes,0.30833333333333335,0.25,0.125,0.16666666666666666
ECakir,TFIDF_Word_3gram,RandomForest,0.2625,0.25,0.125,0.16666666666666666
ECakir,TFIDF_Word_3gram,SVM,0.3125,0.25,0.25,0.25
ECakir,TFIDF_Word_3gram,XGBoost,0.19166666666666668,0.16666666666666666,0.125,0.14285714285714285
GGokturk,BERT,DecisionTree,0.25416666666666665,0.0,0.0,0.0
GGokturk,BERT,MLP,0.6041666666666666,0.25,0.125,0.16666666666666666
GGokturk,BERT,RandomForest,0.5083333333333333,0.4,0.25,0.3076923076923077
GGokturk,BERT,SVM,0.4125,0.0,0.0,0.0
GGokturk,BERT,XGBoost,0.4791666666666667,0.3333333333333333,0.125,0.18181818181818182
GGokturk,TFIDF_Char_2gram,DecisionTree,0.6666666666666666,0.8333333333333334,0.625,0.7142857142857143
GGokturk,TFIDF_Char_2gram,MLP,0.9083333333333333,0.8571428571428571,0.75,0.8
GGokturk,TFIDF_Char_2gram,NaiveBayes,0.6708333333333333,0.5714285714285714,0.5,0.5333333333333333
GGokturk,TFIDF_Char_2gram,RandomForest,0.8666666666666667,0.8,1.0,0.8888888888888888
GGokturk,TFIDF_Char_2gram,SVM,0.9,0.7777777777777778,0.875,0.8235294117647058
GGokturk,TFIDF_Char_2gram,XGBoost,0.8708333333333333,0.875,0.875,0.875
GGokturk,TFIDF_Char_3gram,DecisionTree,0.5,0.2857142857142857,0.25,0.26666666666666666
GGokturk,TFIDF_Char_3gram,MLP,0.9083333333333333,0.8571428571428571,0.75,0.8
GGokturk,TFIDF_Char_3gram,NaiveBayes,0.6291666666666667,0.3333333333333333,0.375,0.35294117647058826
GGokturk,TFIDF_Char_3gram,RandomForest,0.8958333333333334,0.8333333333333334,0.625,0.7142857142857143
GGokturk,TFIDF_Char_3gram,SVM,0.8958333333333334,0.7777777777777778,0.875,0.8235294117647058
GGokturk,TFIDF_Char_3gram,XGBoost,0.825,0.8333333333333334,0.625,0.7142857142857143
GGokturk,TFIDF_Word_2gram,DecisionTree,0.2125,0.16666666666666666,0.375,0.23076923076923078
GGokturk,TFIDF_Word_2gram,MLP,0.5708333333333333,0.5,0.375,0.42857142857142855
GGokturk,TFIDF_Word_2gram,NaiveBayes,0.5708333333333333,0.36363636363636365,0.5,0.42105263157894735
GGokturk,TFIDF_Word_2gram,RandomForest,0.45,0.6666666666666666,0.25,0.36363636363636365
GGokturk,TFIDF_Word_2gram,SVM,0.5333333333333333,0.2222222222222222,0.25,0.23529411764705882
GGokturk,TFIDF_Word_2gram,XGBoost,0.425,0.4,0.25,0.3076923076923077
GGokturk,TFIDF_Word_3gram,DecisionTree,0.16666666666666666,0.25,0.125,0.16666666666666666
GGokturk,TFIDF_Word_3gram,MLP,0.275,0.0,0.0,0.0
GGokturk,TFIDF_Word_3gram,NaiveBayes,0.30833333333333335,0.16666666666666666,0.125,0.14285714285714285
GGokturk,TFIDF_Word_3gram,RandomForest,0.2625,0.14285714285714285,0.125,0.13333333333333333
GGokturk,TFIDF_Word_3gram,SVM,0.3125,0.16666666666666666,0.125,0.14285714285714285
GGokturk,TFIDF_Word_3gram,XGBoost,0.19166666666666668,0.2222222222222222,0.25,0.23529411764705882
HBabaoglu,BERT,DecisionTree,0.25416666666666665,0.5,0.625,0.5555555555555556
HBabaoglu,BERT,MLP,0.6041666666666666,0.8571428571428571,0.75,0.8
HBabaoglu,BERT,RandomForest,0.5083333333333333,0.875,0.875,0.875
HBabaoglu,BERT,SVM,0.4125,0.8571428571428571,0.75,0.8
HBabaoglu,BERT,XGBoost,0.4791666666666667,0.75,0.75,0.75
HBabaoglu,TFIDF_Char_2gram,DecisionTree,0.6666666666666666,1.0,0.75,0.8571428571428571
HBabaoglu,TFIDF_Char_2gram,MLP,0.9083333333333333,1.0,1.0,1.0
HBabaoglu,TFIDF_Char_2gram,NaiveBayes,0.6708333333333333,1.0,1.0,1.0
HBabaoglu,TFIDF_Char_2gram,RandomForest,0.8666666666666667,1.0,1.0,1.0
HBabaoglu,TFIDF_Char_2gram,SVM,0.9,1.0,1.0,1.0
HBabaoglu,TFIDF_Char_2gram,XGBoost,0.8708333333333333,0.8,1.0,0.8888888888888888
HBabaoglu,TFIDF_Char_3gram,DecisionTree,0.5,1.0,1.0,1.0
HBabaoglu,TFIDF_Char_3gram,MLP,0.9083333333333333,1.0,1.0,1.0
HBabaoglu,TFIDF_Char_3gram,NaiveBayes,0.6291666666666667,1.0,0.625,0.7692307692307693
HBabaoglu,TFIDF_Char_3gram,RandomForest,0.8958333333333334,1.0,1.0,1.0
HBabaoglu,TFIDF_Char_3gram,SVM,0.8958333333333334,1.0,1.0,1.0
HBabaoglu,TFIDF_Char_3gram,XGBoost,0.825,1.0,1.0,1.0
HBabaoglu,TFIDF_Word_2gram,DecisionTree,0.2125,0.5,0.25,0.3333333333333333
HBabaoglu,TFIDF_Word_2gram,MLP,0.5708333333333333,0.5,0.25,0.3333333333333333
HBabaoglu,TFIDF_Word_2gram,NaiveBayes,0.5708333333333333,0.5,0.375,0.42857142857142855
HBabaoglu,TFIDF_Word_2gram,RandomForest,0.45,0.16666666666666666,0.125,0.14285714285714285
HBabaoglu,TFIDF_Word_2gram,SVM,0.5333333333333333,0.45454545454545453,0.625,0.5263157894736842
HBabaoglu,TFIDF_Word_2gram,XGBoost,0.425,0.375,0.375,0.375
HBabaoglu,TFIDF_Word_3gram,DecisionTree,0.16666666666666666,0.0,0.0,0.0
HBabaoglu,TFIDF_Word_3gram,MLP,0.275,0.2857142857142857,0.25,0.26666666666666666
HBabaoglu,TFIDF_Word_3gram,NaiveBayes,0.30833333333333335,0.2,0.375,0.2608695652173913
HBabaoglu,TFIDF_Word_3gram,RandomForest,0.2625,0.14285714285714285,0.125,0.13333333333333333
HBabaoglu,TFIDF_Word_3gram,SVM,0.3125,0.2,0.375,0.2608695652173913
HBabaoglu,TFIDF_Word_3gram,XGBoost,0.19166666666666668,0.0,0.0,0.0
HCemal,BERT,DecisionTree,0.25416666666666665,0.0,0.0,0.0
HCemal,BERT,MLP,0.6041666666666666,0.7,0.875,0.7777777777777778
HCemal,BERT,RandomForest,0.5083333333333333,0.5,0.5,0.5
HCemal,BERT,SVM,0.4125,1.0,0.125,0.2222222222222222
HCemal,BERT,XGBoost,0.4791666666666667,0.5,0.5,0.5
HCemal,TFIDF_Char_2gram,DecisionTree,0.6666666666666666,0.6363636363636364,0.875,0.7368421052631579
HCemal,TFIDF_Char_2gram,MLP,0.9083333333333333,0.8888888888888888,1.0,0.9411764705882353
HCemal,TFIDF_Char_2gram,NaiveBayes,0.6708333333333333,0.875,0.875,0.875
HCemal,TFIDF_Char_2gram,RandomForest,0.8666666666666667,1.0,1.0,1.0
HCemal,TFIDF_Char_2gram,SVM,0.9,0.8888888888888888,1.0,0.9411764705882353
HCemal,TFIDF_Char_2gram,XGBoost,0.8708333333333333,0.8888888888888888,1.0,0.9411764705882353
HCemal,TFIDF_Char_3gram,DecisionTree,0.5,0.5,0.25,0.3333333333333333
HCemal,TFIDF_Char_3gram,MLP,0.9083333333333333,1.0,1.0,1.0
HCemal,TFIDF_Char_3gram,NaiveBayes,0.6291666666666667,1.0,0.625,0.7692307692307693
HCemal,TFIDF_Char_3gram,RandomForest,0.8958333333333334,0.7272727272727273,1.0,0.8421052631578947
HCemal,TFIDF_Char_3gram,SVM,0.8958333333333334,1.0,1.0,1.0
HCemal,TFIDF_Char_3gram,XGBoost,0.825,0.7272727272727273,1.0,0.8421052631578947
HCemal,TFIDF_Word_2gram,DecisionTree,0.2125,0.0,0.0,0.0
HCemal,TFIDF_Word_2gram,MLP,0.5708333333333333,0.5714285714285714,0.5,0.5333333333333333
HCemal,TFIDF_Word_2gram,NaiveBayes,0.5708333333333333,0.7142857142857143,0.625,0.6666666666666666
HCemal,TFIDF_Word_2gram,RandomForest,0.45,0.4,0.25,0.3076923076923077
HCemal,TFIDF_Word_2gram,SVM,0.5333333333333333,0.4,0.25,0.3076923076923077
HCemal,TFIDF_Word_2gram,XGBoost,0.425,1.0,0.125,0.2222222222222222
HCemal,TFIDF_Word_3gram,DecisionTree,0.16666666666666666,0.0,0.0,0.0
HCemal,TFIDF_Word_3gram,MLP,0.275,0.3333333333333333,0.125,0.18181818181818182
HCemal,TFIDF_Word_3gram,NaiveBayes,0.30833333333333335,0.0,0.0,0.0
HCemal,TFIDF_Word_3gram,RandomForest,0.2625,0.0,0.0,0.0
HCemal,TFIDF_Word_3gram,SVM,0.3125,0.2,0.25,0.2222222222222222
HCemal,TFIDF_Word_3gram,XGBoost,0.19166666666666668,0.0,0.0,0.0
HUluc,BERT,DecisionTree,0.25416666666666665,0.25,0.125,0.16666666666666666
HUluc,BERT,MLP,0.6041666666666666,1.0,1.0,1.0
HUluc,BERT,RandomForest,0.5083333333333333,0.7777777777777778,0.875,0.8235294117647058
HUluc,BERT,SVM,0.4125,0.7777777777777778,0.875,0.8235294117647058
HUluc,BERT,XGBoost,0.4791666666666667,1.0,0.875,0.9333333333333333
HUluc,TFIDF_Char_2gram,DecisionTree,0.6666666666666666,0.8888888888888888,1.0,0.9411764705882353
HUluc,TFIDF_Char_2gram,MLP,0.9083333333333333,1.0,1.0,1.0
HUluc,TFIDF_Char_2gram,NaiveBayes,0.6708333333333333,1.0,1.0,1.0
HUluc,TFIDF_Char_2gram,RandomForest,0.8666666666666667,1.0,1.0,1.0
HUluc,TFIDF_Char_2gram,SVM,0.9,0.8888888888888888,1.0,0.9411764705882353
HUluc,TFIDF_Char_2gram,XGBoost,0.8708333333333333,1.0,1.0,1.0
HUluc,TFIDF_Char_3gram,DecisionTree,0.5,1.0,0.875,0.9333333333333333
HUluc,TFIDF_Char_3gram,MLP,0.9083333333333333,1.0,1.0,1.0
HUluc,TFIDF_Char_3gram,NaiveBayes,0.6291666666666667,1.0,1.0,1.0
HUluc,TFIDF_Char_3gram,RandomForest,0.8958333333333334,1.0,1.0,1.0
HUluc,TFIDF_Char_3gram,SVM,0.8958333333333334,1.0,1.0,1.0
HUluc,TFIDF_Char_3gram,XGBoost,0.825,1.0,1.0,1.0
HUluc,TFIDF_Word_2gram,DecisionTree,0.2125,0.16666666666666666,0.125,0.14285714285714285
HUluc,TFIDF_Word_2gram,MLP,0.5708333333333333,0.5,0.625,0.5555555555555556
HUluc,TFIDF_Word_2gram,NaiveBayes,0.5708333333333333,0.6,0.75,0.6666666666666666
HUluc,TFIDF_Word_2gram,RandomForest,0.45,0.375,0.375,0.375
HUluc,TFIDF_Word_2gram,SVM,0.5333333333333333,0.5555555555555556,0.625,0.5882352941176471
HUluc,TFIDF_Word_2gram,XGBoost,0.425,0.5,0.375,0.42857142857142855
HUluc,TFIDF_Word_3gram,DecisionTree,0.16666666666666666,0.0,0.0,0.0
HUluc,TFIDF_Word_3gram,MLP,0.275,0.13513513513513514,0.625,0.2222222222222222
HUluc,TFIDF_Word_3gram,NaiveBayes,0.30833333333333335,0.25,0.125,0.16666666666666666
HUluc,TFIDF_Word_3gram,RandomForest,0.2625,0.25,0.375,0.3
HUluc,TFIDF_Word_3gram,SVM,0.3125,0.25,0.375,0.3
HUluc,TFIDF_Word_3gram,XGBoost,0.19166666666666668,0.0,0.0,0.0
IKucukkaya,BERT,DecisionTree,0.25416666666666665,0.3333333333333333,0.25,0.2857142857142857
IKucukkaya,BERT,MLP,0.6041666666666666,0.7142857142857143,0.625,0.6666666666666666
IKucukkaya,BERT,RandomForest,0.5083333333333333,0.6,0.75,0.6666666666666666
IKucukkaya,BERT,SVM,0.4125,0.42857142857142855,0.75,0.5454545454545454
IKucukkaya,BERT,XGBoost,0.4791666666666667,0.5714285714285714,0.5,0.5333333333333333
IKucukkaya,TFIDF_Char_2gram,DecisionTree,0.6666666666666666,0.7777777777777778,0.875,0.8235294117647058
IKucukkaya,TFIDF_Char_2gram,MLP,0.9083333333333333,0.8571428571428571,0.75,0.8
IKucukkaya,TFIDF_Char_2gram,NaiveBayes,0.6708333333333333,0.6,0.75,0.6666666666666666
IKucukkaya,TFIDF_Char_2gram,RandomForest,0.8666666666666667,0.7777777777777778,0.875,0.8235294117647058
IKucukkaya,TFIDF_Char_2gram,SVM,0.9,0.8571428571428571,0.75,0.8
IKucukkaya,TFIDF_Char_2gram,XGBoost,0.8708333333333333,1.0,0.75,0.8571428571428571
IKucukkaya,TFIDF_Char_3gram,DecisionTree,0.5,0.6,0.75,0.6666666666666666
IKucukkaya,TFIDF_Char_3gram,MLP,0.9083333333333333,0.8571428571428571,0.75,0.8
IKucukkaya,TFIDF_Char_3gram,NaiveBayes,0.6291666666666667,0.8571428571428571,0.75,0.8
IKucukkaya,TFIDF_Char_3gram,RandomForest,0.8958333333333334,1.0,0.75,0.8571428571428571
IKucukkaya,TFIDF_Char_3gram,SVM,0.8958333333333334,0.8571428571428571,0.75,0.8
IKucukkaya,TFIDF_Char_3gram,XGBoost,0.825,0.8571428571428571,0.75,0.8
IKucukkaya,TFIDF_Word_2gram,DecisionTree,0.2125,0.16666666666666666,0.125,0.14285714285714285
IKucukkaya,TFIDF_Word_2gram,MLP,0.5708333333333333,0.5,0.375,0.42857142857142855
IKucukkaya,TFIDF_Word_2gram,NaiveBayes,0.5708333333333333,0.5,0.25,0.3333333333333333
IKucukkaya,TFIDF_Word_2gram,RandomForest,0.45,0.5,0.25,0.3333333333333333
IKucukkaya,TFIDF_Word_2gram,SVM,0.5333333333333333,0.25,0.25,0.25
IKucukkaya,TFIDF_Word_2gram,XGBoost,0.425,0.2222222222222222,0.25,0.23529411764705882
IKucukkaya,TFIDF_Word_3gram,DecisionTree,0.16666666666666666,0.0,0.0,0.0
IKucukkaya,TFIDF_Word_3gram,MLP,0.275,0.25,0.125,0.16666666666666666
IKucukkaya,TFIDF_Word_3gram,NaiveBayes,0.30833333333333335,0.2,0.125,0.15384615384615385
IKucukkaya,TFIDF_Word_3gram,RandomForest,0.2625,0.0,0.0,0.0
IKucukkaya,TFIDF_Word_3gram,SVM,0.3125,0.125,0.125,0.125
IKucukkaya,TFIDF_Word_3gram,XGBoost,0.19166666666666668,0.0,0.0,0.0
MABirand,BERT,DecisionTree,0.25416666666666665,0.125,0.125,0.125
MABirand,BERT,MLP,0.6041666666666666,0.625,0.625,0.625
MABirand,BERT,RandomForest,0.5083333333333333,0.6666666666666666,0.5,0.5714285714285714
MABirand,BERT,SVM,0.4125,0.15384615384615385,0.25,0.19047619047619047
MABirand,BERT,XGBoost,0.4791666666666667,0.2222222222222222,0.25,0.23529411764705882
MABirand,TFIDF_Char_2gram,DecisionTree,0.6666666666666666,0.625,0.625,0.625
MABirand,TFIDF_Char_2gram,MLP,0.9083333333333333,1.0,1.0,1.0
MABirand,TFIDF_Char_2gram,NaiveBayes,0.6708333333333333,0.18604651162790697,1.0,0.3137254901960784
MABirand,TFIDF_Char_2gram,RandomForest,0.8666666666666667,0.8888888888888888,1.0,0.9411764705882353
MABirand,TFIDF_Char_2gram,SVM,0.9,0.6666666666666666,1.0,0.8
MABirand,TFIDF_Char_2gram,XGBoost,0.8708333333333333,0.6363636363636364,0.875,0.7368421052631579
MABirand,TFIDF_Char_3gram,DecisionTree,0.5,0.4444444444444444,0.5,0.47058823529411764
MABirand,TFIDF_Char_3gram,MLP,0.9083333333333333,1.0,1.0,1.0
MABirand,TFIDF_Char_3gram,NaiveBayes,0.6291666666666667,0.2222222222222222,1.0,0.36363636363636365
MABirand,TFIDF_Char_3gram,RandomForest,0.8958333333333334,1.0,1.0,1.0
MABirand,TFIDF_Char_3gram,SVM,0.8958333333333334,1.0,1.0,1.0
MABirand,TFIDF_Char_3gram,XGBoost,0.825,0.8888888888888888,1.0,0.9411764705882353
MABirand,TFIDF_Word_2gram,DecisionTree,0.2125,0.3333333333333333,0.375,0.35294117647058826
MABirand,TFIDF_Word_2gram,MLP,0.5708333333333333,0.8571428571428571,0.75,0.8
MABirand,TFIDF_Word_2gram,NaiveBayes,0.5708333333333333,0.6666666666666666,0.75,0.7058823529411765
MABirand,TFIDF_Word_2gram,RandomForest,0.45,0.6666666666666666,0.5,0.5714285714285714
MABirand,TFIDF_Word_2gram,SVM,0.5333333333333333,1.0,0.75,0.8571428571428571
MABirand,TFIDF_Word_2gram,XGBoost,0.425,0.5555555555555556,0.625,0.5882352941176471
MABirand,TFIDF_Word_3gram,DecisionTree,0.16666666666666666,0.25,0.25,0.25
MABirand,TFIDF_Word_3gram,MLP,0.275,0.6,0.375,0.46153846153846156
MABirand,TFIDF_Word_3gram,NaiveBayes,0.30833333333333335,0.2727272727272727,0.375,0.3157894736842105
MABirand,TFIDF_Word_3gram,RandomForest,0.2625,0.6666666666666666,0.5,0.5714285714285714
MABirand,TFIDF_Word_3gram,SVM,0.3125,0.36363636363636365,0.5,0.42105263157894735
MABirand,TFIDF_Word_3gram,XGBoost,0.19166666666666668,1.0,0.25,0.4
MBaransu,BERT,DecisionTree,0.25416666666666665,0.3333333333333333,0.125,0.18181818181818182
MBaransu,BERT,MLP,0.6041666666666666,0.25,0.375,0.3
MBaransu,BERT,RandomForest,0.5083333333333333,0.3333333333333333,0.25,0.2857142857142857
MBaransu,BERT,SVM,0.4125,0.2,0.125,0.15384615384615385
MBaransu,BERT,XGBoost,0.4791666666666667,0.42857142857142855,0.375,0.4
MBaransu,TFIDF_Char_2gram,DecisionTree,0.6666666666666666,0.25,0.125,0.16666666666666666
MBaransu,TFIDF_Char_2gram,MLP,0.9083333333333333,1.0,0.75,0.8571428571428571
MBaransu,TFIDF_Char_2gram,NaiveBayes,0.6708333333333333,0.0,0.0,0.0
MBaransu,TFIDF_Char_2gram,RandomForest,0.8666666666666667,1.0,0.625,0.7692307692307693
MBaransu,TFIDF_Char_2gram,SVM,0.9,0.875,0.875,0.875
MBaransu,TFIDF_Char_2gram,XGBoost,0.8708333333333333,1.0,0.625,0.7692307692307693
MBaransu,TFIDF_Char_3gram,DecisionTree,0.5,0.18181818181818182,0.25,0.21052631578947367
MBaransu,TFIDF_Char_3gram,MLP,0.9083333333333333,1.0,0.875,0.9333333333333333
MBaransu,TFIDF_Char_3gram,NaiveBayes,0.6291666666666667,0.0,0.0,0.0
MBaransu,TFIDF_Char_3gram,RandomForest,0.8958333333333334,1.0,0.75,0.8571428571428571
MBaransu,TFIDF_Char_3gram,SVM,0.8958333333333334,0.7777777777777778,0.875,0.8235294117647058
MBaransu,TFIDF_Char_3gram,XGBoost,0.825,0.6666666666666666,0.5,0.5714285714285714
MBaransu,TFIDF_Word_2gram,DecisionTree,0.2125,0.23076923076923078,0.375,0.2857142857142857
MBaransu,TFIDF_Word_2gram,MLP,0.5708333333333333,0.7777777777777778,0.875,0.8235294117647058
MBaransu,TFIDF_Word_2gram,NaiveBayes,0.5708333333333333,0.6,0.75,0.6666666666666666
MBaransu,TFIDF_Word_2gram,RandomForest,0.45,0.6666666666666666,0.75,0.7058823529411765
MBaransu,TFIDF_Word_2gram,SVM,0.5333333333333333,0.6666666666666666,0.75,0.7058823529411765
MBaransu,TFIDF_Word_2gram,XGBoost,0.425,0.75,0.375,0.5
MBaransu,TFIDF_Word_3gram,DecisionTree,0.16666666666666666,0.4166666666666667,0.625,0.5
MBaransu,TFIDF_Word_3gram,MLP,0.275,0.8333333333333334,0.625,0.7142857142857143
MBaransu,TFIDF_Word_3gram,NaiveBayes,0.30833333333333335,0.4444444444444444,0.5,0.47058823529411764
MBaransu,TFIDF_Word_3gram,RandomForest,0.2625,0.75,0.375,0.5
MBaransu,TFIDF_Word_3gram,SVM,0.3125,1.0,0.5,0.6666666666666666
MBaransu,TFIDF_Word_3gram,XGBoost,0.19166666666666668,0.42857142857142855,0.375,0.4
MBarlas,BERT,DecisionTree,0.25416666666666665,0.4,0.5,0.4444444444444444
MBarlas,BERT,MLP,0.6041666666666666,0.4,0.75,0.5217391304347826
MBarlas,BERT,RandomForest,0.5083333333333333,0.3333333333333333,0.5,0.4
MBarlas,BERT,SVM,0.4125,0.5,0.375,0.42857142857142855
MBarlas,BERT,XGBoost,0.4791666666666667,0.14285714285714285,0.125,0.13333333333333333
MBarlas,TFIDF_Char_2gram,DecisionTree,0.6666666666666666,0.8571428571428571,0.75,0.8
MBarlas,TFIDF_Char_2gram,MLP,0.9083333333333333,1.0,0.875,0.9333333333333333
MBarlas,TFIDF_Char_2gram,NaiveBayes,0.6708333333333333,1.0,0.5,0.6666666666666666
MBarlas,TFIDF_Char_2gram,RandomForest,0.8666666666666667,1.0,1.0,1.0
MBarlas,TFIDF_Char_2gram,SVM,0.9,1.0,0.875,0.9333333333333333
MBarlas,TFIDF_Char_2gram,XGBoost,0.8708333333333333,0.875,0.875,0.875
MBarlas,TFIDF_Char_3gram,DecisionTree,0.5,0.5555555555555556,0.625,0.5882352941176471
MBarlas,TFIDF_Char_3gram,MLP,0.9083333333333333,1.0,1.0,1.0
MBarlas,TFIDF_Char_3gram,NaiveBayes,0.6291666666666667,1.0,0.5,0.6666666666666666
MBarlas,TFIDF_Char_3gram,RandomForest,0.8958333333333334,0.8,1.0,0.8888888888888888
MBarlas,TFIDF_Char_3gram,SVM,0.8958333333333334,0.875,0.875,0.875
MBarlas,TFIDF_Char_3gram,XGBoost,0.825,0.6666666666666666,0.75,0.7058823529411765
MBarlas,TFIDF_Word_2gram,DecisionTree,0.2125,0.25,0.125,0.16666666666666666
MBarlas,TFIDF_Word_2gram,MLP,0.5708333333333333,0.25,0.375,0.3
MBarlas,TFIDF_Word_2gram,NaiveBayes,0.5708333333333333,0.6,0.375,0.46153846153846156
MBarlas,TFIDF_Word_2gram,RandomForest,0.45,0.75,0.75,0.75
MBarlas,TFIDF_Word_2gram,SVM,0.5333333333333333,0.3,0.375,0.3333333333333333
MBarlas,TFIDF_Word_2gram,XGBoost,0.425,0.6,0.375,0.46153846153846156
MBarlas,TFIDF_Word_3gram,DecisionTree,0.16666666666666666,0.3333333333333333,0.25,0.2857142857142857
MBarlas,TFIDF_Word_3gram,MLP,0.275,0.5,0.25,0.3333333333333333
MBarlas,TFIDF_Word_3gram,NaiveBayes,0.30833333333333335,0.42857142857142855,0.375,0.4
